InchiKey,original_smiles,logS,diff_percent,new_logS,smiles
MDCFFJPIOHVMNO-UHFFFAOYSA-N,['CCCCCCCCCCCCCNCCSS(=O)(=O)O'],[-4.42369762],0.0,-4.423697615,CCCCCCCCCCCCCNCCSS(=O)(=O)O
MDFZYGLOIJNNRM-UHFFFAOYSA-N,['CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\\CCC=C(C)C)CC[C@@H]1[C@]2(C)C(=O)[C@@H](OC(=O)C)[C@@H]2[C@]1(C)C=CC(=O)[C@H]2C)C'],[-7.53845872],0.0,-7.53845872,CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)CC[C@@H]1[C@]2(C)C(=O)[C@@H](OC(=O)C)[C@@H]2[C@]1(C)C=CC(=O)[C@H]2C)C
MDIFHVYPHRHKLB-UHFFFAOYSA-N,['O/N=C\\1/CCCCC1C'],[-1.2662235],0.0,-1.266223502,O/N=C\1/CCCCC1C
MDKCFLQDBWCQCV-UHFFFAOYSA-N,['S=C=NCc1ccccc1'],[-3.13637434],0.0,-3.136374343,S=C=NCc1ccccc1
MDKGKXOCJGEUJW-UHFFFAOYSA-N,['OC(=O)C(c1ccc(cc1)C(=O)c1cccs1)C'],[-3.09533958],0.0,-3.095339578,OC(=O)C(c1ccc(cc1)C(=O)c1cccs1)C
MDLAAYDRRZXJIF-UHFFFAOYSA-N,['Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl'],[-8.38525662],0.0,-8.385256623,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl
MDNWOSOZYLHTCG-UHFFFAOYSA-N,['Oc1ccc(cc1Cc1cc(Cl)ccc1O)Cl'],[-3.95],0.0,-3.95,Oc1ccc(cc1Cc1cc(Cl)ccc1O)Cl
MDQKYGOECVSPIW-UHFFFAOYSA-N,['N#Cc1c(O)c(Cl)c(c(c1Cl)C#N)Cl'],[-3.32904526],0.0,-3.329045264,N#Cc1c(O)c(Cl)c(c(c1Cl)C#N)Cl
MDUCGIRKSXVGBH-UHFFFAOYSA-N,['COc1ccccc1C1SCCCS1'],[-4.17580741],0.0,-4.175807408,COc1ccccc1C1SCCCS1
MDXNMVCZLPPTQC-UHFFFAOYSA-N,['CCC(=O)NN1C2CCC1CN(C2)C/C=C/c1ccccc1'],[-3.11078992],0.0,-3.11078992,CCC(=O)NN1C2CCC1CN(C2)C/C=C/c1ccccc1
MDYALASTPGGXQH-UHFFFAOYSA-N,['COc1c(OC)cc2c(c1OC)c1ccc(=O)c(cc1C(CC2)NC(=O)C)OC'],[-2.96597106],0.0,-2.965971057,COc1c(OC)cc2c(c1OC)c1ccc(=O)c(cc1C(CC2)NC(=O)C)OC
MDYOLVRUBBJPFM-UHFFFAOYSA-N,['Oc1cccccc1=O'],[-0.47539283],0.0,-0.475392827,Oc1cccccc1=O
MECHNRXZTMCUDQ-UHFFFAOYSA-N,['O[C@H]1CCC(=C)/C(=C\\C=C\\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@@H](C(C)C)C)C)C)/C1'],[-3.89944731],0.0,-3.899447308,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@@H](C(C)C)C)C)C)/C1
MEDQPHZEAUFCTK-UHFFFAOYSA-N,['O=C1CC(=NN1Cc1ccccc1)C'],[-2.40020702],0.0,-2.400207025,O=C1CC(=NN1Cc1ccccc1)C
MEEKGULDSDXFCN-UHFFFAOYSA-N,['CCCCCc1ccccc1O'],[-3.2564587],0.0,-3.256458698,CCCCCc1ccccc1O
MEFAXPOIMLNACU-UHFFFAOYSA-N,['CCCC(CC(OC(=O)N)C)OC(=O)N'],[-1.60097292],0.0,-1.600972916,CCCC(CC(OC(=O)N)C)OC(=O)N
MEGRETRVTYTRSM-UHFFFAOYSA-N,['ClCCN(c1cc(ccc1C)C(=O)NCC)CCCl'],[-4.75098558],0.0,-4.750985579,ClCCN(c1cc(ccc1C)C(=O)NCC)CCCl
MEIRRNXMZYDVDW-UHFFFAOYSA-N,['C/C=C/C=C/CO'],[-0.57923965],0.0,-0.579239646,C/C=C/C=C/CO
METKIMKYRPQLGS-UHFFFAOYSA-N,['OC(COc1ccc(cc1)CC(=O)N)CNC(C)C\t'],[-1.21],0.0,-1.21,OC(COc1ccc(cc1)CC(=O)N)CNC(C)C	
METVSRFIOHSNJX-UHFFFAOYSA-N,['ClC[Si]12OCCN(CCO1)CCO2'],[0.65027966],0.0,0.65027966,ClC[Si]12OCCN(CCO1)CCO2
METWAQRCMRWDAW-UHFFFAOYSA-N,['CCc1cccc(c1O)CC'],[-2.30521606],0.0,-2.305216061,CCc1cccc(c1O)CC
MEVXADNQQUNQKB-UHFFFAOYSA-N,['OCC(COc1c(C)cccc1Cl)O'],[-2.53300702],0.0,-2.533007018,OCC(COc1c(C)cccc1Cl)O
MFBGBDQKGVVUET-UHFFFAOYSA-N,['CN1CCC2=C(C1CCc1ccccc1[N+](=O)[O-])CCCC2'],[-5.22243033],0.0,-5.222430329,CN1CCC2=C(C1CCc1ccccc1[N+](=O)[O-])CCCC2
MFDFERRIHVXMIY-UHFFFAOYSA-N,['CCN(CCOC(=O)c1ccc(cc1)N)CC'],[-1.4],0.0,-1.4,CCN(CCOC(=O)c1ccc(cc1)N)CC
MFEILWXBDBCWKF-UHFFFAOYSA-N,['ClC(=O)CCc1ccccc1'],[-1.9067628],0.0,-1.906762799,ClC(=O)CCc1ccccc1
MFESCIUQSIBMSM-UHFFFAOYSA-N,['ClCCCBr'],[-1.85],0.0,-1.85,ClCCCBr
MFKMOLJNQHPVHC-UHFFFAOYSA-N,['OCC(COCc1ccc(cc1)OC)O'],[-1.29745369],0.0,-1.29745369,OCC(COCc1ccc(cc1)OC)O
MFOCDFTXLCYLKU-UHFFFAOYSA-N,['C[C@@H]1N(C)CCO[C@H]1c1ccccc1'],[-1.04335887],0.0,-1.043358872,C[C@@H]1N(C)CCO[C@H]1c1ccccc1
MFOUDYKPLGXPGO-UHFFFAOYSA-N,['ClCC(=O)N(c1ccccc1)C(C)C'],[-2.48],0.0,-2.48,ClCC(=O)N(c1ccccc1)C(C)C
MFSHNFBQNVGXJX-UHFFFAOYSA-N,['O=c1[nH]c2ccccc2c(c1)C(=O)O'],[-1.99355104],0.0,-1.993551035,O=c1[nH]c2ccccc2c(c1)C(=O)O
MFSMSTRTIKKQPV-UHFFFAOYSA-N,['Clc1cccc(c1)n1c(=O)nc2n(c1=O)cco2'],[-2.40397301],0.0,-2.403973005,Clc1cccc(c1)n1c(=O)nc2n(c1=O)cco2
MFUHTALWGBAVOL-UHFFFAOYSA-N,['CC(=O)OC(COC(=O)C)COc1ccccc1'],[-2.80306823],0.0,-2.803068231,CC(=O)OC(COC(=O)C)COc1ccccc1
MFVCIOLUKKPQLX-UHFFFAOYSA-N,['c1ccc(cc1)N1CCN(CC1)CC1CCc2c(N1)cccc2'],[-3.75617303],0.0,-3.756173033,c1ccc(cc1)N1CCN(CC1)CC1CCc2c(N1)cccc2
MFWYIFRPVITMEP-UHFFFAOYSA-N,['CC(=O)SCCF'],[-0.65234945],0.0,-0.652349454,CC(=O)SCCF
MFYJYJNQWAXDNP-UHFFFAOYSA-N,['O=C(c1ccc(cc1)[N+](=O)[O-])/C=N/N1CCOCC1'],[-1.6637372],0.0,-1.663737204,O=C(c1ccc(cc1)[N+](=O)[O-])/C=N/N1CCOCC1
MFYSYFVPBJMHGN-UHFFFAOYSA-N,['OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C'],[-3.1099999],0.0,-3.1099999,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
MFZCIDXOLLEMOO-UHFFFAOYSA-N,['O=C(c1cccnc1)OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(C(C1OC(=O)c1cccnc1)OC(=O)c1cccnc1)OC(=O)c1cccnc1'],[-5.4797713],0.0,-5.479771301,O=C(c1cccnc1)OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(C(C1OC(=O)c1cccnc1)OC(=O)c1cccnc1)OC(=O)c1cccnc1
MFZOSKPPVCIFMT-UHFFFAOYSA-N,['C#CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1'],[-4.13763862],0.0,-4.137638624,C#CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1
MFZWMTSUNYWVBU-UHFFFAOYSA-N,['CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)CO)CC'],[-4.68919339],0.0,-4.689193394,CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)CO)CC
MGHPNCMVUAKAIE-UHFFFAOYSA-N,['NC(c1ccccc1)c1ccccc1'],[-1.72272399],0.0,-1.722723988,NC(c1ccccc1)c1ccccc1
MGOCBXKZDZRPMK-UHFFFAOYSA-N,['O=C1Nc2cc(Cl)ccc2OC1C'],[-2.45886976],0.0,-2.458869763,O=C1Nc2cc(Cl)ccc2OC1C
MGPDSKXOTDLPJE-UHFFFAOYSA-N,['CCOC(=O)N1CC1'],[-0.67738068],0.0,-0.677380683,CCOC(=O)N1CC1
MGSRCZKZVOBKFT-UHFFFAOYSA-N,['Cc1ccc(c(c1)O)C(C)C'],[-2.22],0.0,-2.22,Cc1ccc(c(c1)O)C(C)C
MGVXLAPXABNABN-UHFFFAOYSA-N,['CCCN(CCOc1c(cc(cc1c1ccccc1)Br)C(=O)N)CCC'],[-6.05910903],0.0,-6.059109035,CCCN(CCOc1c(cc(cc1c1ccccc1)Br)C(=O)N)CCC
MGWAVDBGNNKXQV-UHFFFAOYSA-N,['CC(COC(=O)c1ccccc1C(=O)OCC(C)C)C'],[-4.6599998],0.0,-4.6599998,CC(COC(=O)c1ccccc1C(=O)OCC(C)C)C
MGYKILFGZRQEFK-UHFFFAOYSA-N,['COc1cccc(c1)N1CCN(CC1)CC(COc1cccc(c1)C(=O)C)O'],[-2.87559929],0.0,-2.875599286,COc1cccc(c1)N1CCN(CC1)CC(COc1cccc(c1)C(=O)C)O
MGYMHQJELJYRQS-UHFFFAOYSA-N,['CC(C12CCC(OO1)(C=C2)C)C'],[-3.26706846],0.0,-3.267068456,CC(C12CCC(OO1)(C=C2)C)C
MGZOLDRJCCCSOA-UHFFFAOYSA-N,['CN(C(=O)OCC(COC(=O)N)(C)C)C'],[-1.5410006],0.0,-1.541000598,CN(C(=O)OCC(COC(=O)N)(C)C)C
MHMRAFONCSQAIA-UHFFFAOYSA-N,['CC(=O)Nc1c(=O)n(c2c1ssc2)C'],[-3.03625618],0.0,-3.036256179,CC(=O)Nc1c(=O)n(c2c1ssc2)C
MHNNAWXXUZQSNM-UHFFFAOYSA-N,['CCC(=C)C'],[-2.73],0.0,-2.73,CCC(=C)C
MHOURTKZILVYRM-UHFFFAOYSA-N,['ClCCN(C(=O)NC1CCS(=O)(=O)CC1)N=O'],[-2.74185305],0.0,-2.741853047,ClCCN(C(=O)NC1CCS(=O)(=O)CC1)N=O
MHPYROYXMZWPNN-UHFFFAOYSA-N,['CCC(c1ccc(cc1)CC(=O)NO)(C)C'],[-3.25862158],0.0,-3.258621583,CCC(c1ccc(cc1)CC(=O)NO)(C)C
MHPZZZZLAQGTHT-UHFFFAOYSA-N,['OC(=O)CN(CC(=O)Nc1c(C)cc(c(c1C)Br)C)CC(=O)O'],[-5.49700593],0.0,-5.497005931,OC(=O)CN(CC(=O)Nc1c(C)cc(c(c1C)Br)C)CC(=O)O
MHUKGVQDAKFWOK-UHFFFAOYSA-N,['C#CCNC(=O)OCC(C(CC)C)(CO)C'],[-2.52794718],0.0,-2.527947182,C#CCNC(=O)OCC(C(CC)C)(CO)C
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,['CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2'],[-3.3699999],0.0,-3.3699999,CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2
MHZGKXUYDGKKIU-UHFFFAOYSA-N,['CCCCCCCCCCN'],[-2.45636877],0.0,-2.456368766,CCCCCCCCCCN
MIHADVKEHAFNPG-UHFFFAOYSA-N,['[O-][N+](=O)c1cnc(s1)N'],[-1.35941197],0.0,-1.359411975,[O-][N+](=O)c1cnc(s1)N
MIJRFWVFNKQQDK-UHFFFAOYSA-N,['O=C(C(c1ccco1)O)c1ccco1'],[-0.55419682],0.0,-0.554196821,O=C(C(c1ccco1)O)c1ccco1
MIJYXULNPSFWEK-UHFFFAOYSA-N,['O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C'],[-9.92564218],0.0,-9.925642185,O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C
MIQYLPZRCQLVEI-UHFFFAOYSA-N,['CCC(=O)O[C@]12C=CC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)OC)C'],[-2.79154253],0.0,-2.791542534,CCC(=O)O[C@]12C=CC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)OC)C
MIRHIEAGDGUXKL-UHFFFAOYSA-N,['C#CCC1(CCCCC1)OC(=O)N'],[-2.88349373],0.0,-2.883493726,C#CCC1(CCCCC1)OC(=O)N
MITFXPHMIHQXPI-UHFFFAOYSA-N,['OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)Cl)C'],[-3.7640272],0.0,-3.764027198,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)Cl)C
MIUUNYUUEFHIHM-UHFFFAOYSA-N,['CC(COc1ccc(cc1)C(c1ccc(cc1)OCC(O)C)(C)C)O'],[-5.17919259],0.0,-5.17919259,CC(COc1ccc(cc1)C(c1ccc(cc1)OCC(O)C)(C)C)O
MIWKMBLORLMHOJ-UHFFFAOYSA-N,['CCC(C(=O)N)C(C)C'],[-1.12360633],0.0,-1.123606333,CCC(C(=O)N)C(C)C
MIZIOHLLYXVEHJ-UHFFFAOYSA-N,['OCCN(Cc1ccccc1)CCO'],[0.20769284],0.0,0.207692843,OCCN(Cc1ccccc1)CCO
MJCJFUJXVGIUOD-UHFFFAOYSA-N,['OC(=O)C[C@](C(C(=O)O)(C)C)(C(=O)O)C'],[-0.28999999],0.0,-0.28999999,OC(=O)C[C@](C(C(=O)O)(C)C)(C(=O)O)C
MJELWGXEQOCGGW-UHFFFAOYSA-N,['CCCCOc1ccccc1NC(=O)C'],[-2.49831682],0.0,-2.498316819,CCCCOc1ccccc1NC(=O)C
MJEOKLXWKIUJQD-UHFFFAOYSA-N,['NC(=O)c1cnc2n(c1=O)C(C)CCC2'],[-2.05686503],0.0,-2.056865035,NC(=O)c1cnc2n(c1=O)C(C)CCC2
MJFJKKXQDNNUJF-UHFFFAOYSA-N,['CN1CCCC(C1)CC1c2ccccc2Sc2c1cccc2'],[-4.88198698],0.0,-4.881986983,CN1CCCC(C1)CC1c2ccccc2Sc2c1cccc2
MJIWQHRXSLOUJN-UHFFFAOYSA-N,['Nc1nccnn1'],[1.01730824],0.0,1.017308239,Nc1nccnn1
MJKVTPMWOKAVMS-UHFFFAOYSA-N,['O=c1oc2ccccc2cc1O'],[-0.91986627],0.0,-0.919866271,O=c1oc2ccccc2cc1O
MJNIWUJSIGSWKK-UHFFFAOYSA-N,['CCCC(=O)OCC(C(C(Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC'],[-8.51203745],0.0,-8.51203745,CCCC(=O)OCC(C(C(Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC
MJTGQALMWUUPQM-UHFFFAOYSA-N,['Clc1cccc(c1)C(=O)N'],[-1.62622674],0.0,-1.626226743,Clc1cccc(c1)C(=O)N
MJVAVZPDRWSRRC-UHFFFAOYSA-N,['O=C1C=C(C)C(=O)c2c1cccc2'],[-3.03],0.0,-3.03,O=C1C=C(C)C(=O)c2c1cccc2
MJZJYWCQPMNPRM-UHFFFAOYSA-N,['NC1=NC(N(C(=N1)N)OCCCOc1cc(Cl)c(cc1Cl)Cl)(C)C'],[-4.27818288],0.0,-4.278182885,NC1=NC(N(C(=N1)N)OCCCOc1cc(Cl)c(cc1Cl)Cl)(C)C
MKELYWOVSPVORM-UHFFFAOYSA-N,['CCC1(C(=O)NC(=O)NC1=O)C1=C[C@@H]2C[C@H](C1)CC2'],[-2.6400001],0.0,-2.6400001,CCC1(C(=O)NC(=O)NC1=O)C1=C[C@@H]2C[C@H](C1)CC2
MKLLVYALIHGMKY-UHFFFAOYSA-N,['O=C1CC2(C(=O)N1C)c1ccccc1CCc1c2cccc1'],[-5.54954322],0.0,-5.54954322,O=C1CC2(C(=O)N1C)c1ccccc1CCc1c2cccc1
MKLXZHHTNGKIQR-UHFFFAOYSA-N,['OS(=O)(=O)SCCNCCNc1ccccc1'],[-2.0248488],0.0,-2.024848804,OS(=O)(=O)SCCNCCNc1ccccc1
MKTOIPPVFPJEQO-UHFFFAOYSA-N,['O=C(OOC(=O)CCC(=O)O)CCC(=O)O'],[-0.84706848],0.0,-0.847068476,O=C(OOC(=O)CCC(=O)O)CCC(=O)O
MKUXAQIIEYXACX-UHFFFAOYSA-N,['Nc1nc(=O)c2c([nH]1)n(COCCO)cn2'],[-2.14306878],0.0,-2.14306878,Nc1nc(=O)c2c([nH]1)n(COCCO)cn2
MKXKFYHWDHIYRV-UHFFFAOYSA-N,['O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]'],[-4.4657695],0.0,-4.465769496,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
MKXWZVYEVYAFOZ-UHFFFAOYSA-N,['O=C(COc1c(ccc(c1C(=O)OC(C)C)C)C(C)C)OCCN1CCCCC1'],[-5.77679865],0.0,-5.776798648,O=C(COc1c(ccc(c1C(=O)OC(C)C)C)C(C)C)OCCN1CCCCC1
MKXZASYAUGDDCJ-UHFFFAOYSA-N,"['COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C'
 'COc1ccc2c(c1)[C@@]13CCCC[C@@H]3[C@H](C2)N(CC1)C']",[-3.56029563 -3.56029563],0.0,-3.560295626,COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C
MKYRMMMSZSVIGD-UHFFFAOYSA-N,['c1ncc2c(c1)scc2'],[-1.67455929],0.0,-1.674559292,c1ncc2c(c1)scc2
MLAWCOBYMMKWMA-UHFFFAOYSA-N,['O/N=C/1\\CCC/C(=N\\O)/C1=O'],[-1.02325527],0.0,-1.023255269,O/N=C/1\CCC/C(=N\O)/C1=O
MLCPCDOOBNXTFB-UHFFFAOYSA-N,['O=C(c1ccccc1)Cc1ccccc1C(=O)O'],[-3.44719057],0.0,-3.44719057,O=C(c1ccccc1)Cc1ccccc1C(=O)O
MLDZAGGFWSAWHF-UHFFFAOYSA-N,['CCC(=O)c1cc(OC)ccc1O'],[-2.1065429],0.0,-2.106542904,CCC(=O)c1cc(OC)ccc1O
MLFHJEHSLIIPHL-UHFFFAOYSA-N,['CC(CCOC(=O)C)C'],[-1.92],0.0,-1.92,CC(CCOC(=O)C)C
MLHBDHJHNDJBLI-UHFFFAOYSA-N,['CCN(C(CC(C)C)COC(=O)c1ccc(cc1)N)CC'],[-3.57280477],0.0,-3.572804775,CCN(C(CC(C)C)COC(=O)c1ccc(cc1)N)CC
MLKXDPUZXIRXEP-UHFFFAOYSA-N,['OC(=O)CC1=C(C)/C(=C/c2ccc(cc2)S(=O)C)/c2c1cc(F)cc2\t'],[-4.5],0.0,-4.5,OC(=O)CC1=C(C)/C(=C/c2ccc(cc2)S(=O)C)/c2c1cc(F)cc2	
MLNKXLRYCLKJSS-UHFFFAOYSA-N,['O/N=C/C(=O)c1ccccc1'],[-2.88626657],0.0,-2.886266573,O/N=C/C(=O)c1ccccc1
MLOMFNIJYZFUBS-UHFFFAOYSA-N,['CN(Cc1ccccc1)/N=N/c1ccc(cc1)C(=O)N'],[-3.51441571],0.0,-3.514415714,CN(Cc1ccccc1)/N=N/c1ccc(cc1)C(=O)N
MLRVZFYXUZQSRU-UHFFFAOYSA-N,['CCCCCCCl'],[-3.1199999],0.0,-3.1199999,CCCCCCCl
MLUCVPSAIODCQM-UHFFFAOYSA-N,['C/C=C/C=O'],[0.31999999],0.0,0.31999999,C/C=C/C=O
MLYYVTUWGNIJIB-UHFFFAOYSA-N,['O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1nnc(s1)C)Cn1cnnn1'],[-3.32752427],0.0,-3.327524266,O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1nnc(s1)C)Cn1cnnn1
MLZCGCGQWWRMMX-UHFFFAOYSA-N,['ClCCN(C(=O)NC(C(=O)O)(C)C)N=O'],[-2.41999139],0.0,-2.419991387,ClCCN(C(=O)NC(C(=O)O)(C)C)N=O
MMBKLVFHUYWVND-UHFFFAOYSA-N,['COc1c(OC)cc(cc1OC)C(=O)N1CCCCCO1'],[-3.50794557],0.0,-3.507945568,COc1c(OC)cc(cc1OC)C(=O)N1CCCCCO1
MMBYJYAFFGKUDC-UHFFFAOYSA-N,['O=C1N=C(c2c1cccc2)N'],[-1.68767459],0.0,-1.687674593,O=C1N=C(c2c1cccc2)N
MMDHGCAJSAUDDC-UHFFFAOYSA-N,['CCOc1nc(ncc1C(=O)O)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1'],[-7.22266578],0.0,-7.222665778,CCOc1nc(ncc1C(=O)O)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1
MMISGYGYGXBMMS-UHFFFAOYSA-N,['O=C(c1ccc(cc1)[N+](=O)[O-])C=NN1CCCC1'],[-2.62082162],0.0,-2.620821619,O=C(c1ccc(cc1)[N+](=O)[O-])C=NN1CCCC1
MMJRNJZURLUGLO-UHFFFAOYSA-N,['CCCC(COC(=O)NCC(=C)C)(CO)C'],[-3.1960891],0.0,-3.196089096,CCCC(COC(=O)NCC(=C)C)(CO)C
MMKOENPMBPNDHX-UHFFFAOYSA-N,['[O-][N+](=O)c1ncc(n1C)CCO'],[-0.83719281],0.0,-0.837192807,[O-][N+](=O)c1ncc(n1C)CCO
MMNICIJVQJJHHF-UHFFFAOYSA-N,['O=C(C(c1ccsc1)C1CCCCC1)OCCN1CCCCCC1'],[-5.982029],0.0,-5.982029001,O=C(C(c1ccsc1)C1CCCCC1)OCCN1CCCCCC1
MMURVNDSFNJHAM-UHFFFAOYSA-N,"['NC(=N)c1ccc(cc1)C=Cc1ccc(cc1)C(=N)N'
 'NC(=N)c1ccc(cc1)/C=C/c1ccc(cc1)C(=N)N']",[-2.86826671 -2.86814542],0.0,-2.868206068,NC(=N)c1ccc(cc1)C=Cc1ccc(cc1)C(=N)N
MMWJCCRTDOVKIH-UHFFFAOYSA-N,['OCCOc1ccc(cc1C(=O)NC)c1ccccc1'],[-2.95203279],0.0,-2.952032793,OCCOc1ccc(cc1C(=O)NC)c1ccccc1
MMYHZEDBTMXYAF-UHFFFAOYSA-N,['Brc1cc(Br)c(c(c1)c1cc(Br)cc(c1O)Br)OP(=O)(O)O'],[-7.89569795],0.0,-7.895697951,Brc1cc(Br)c(c(c1)c1cc(Br)cc(c1O)Br)OP(=O)(O)O
MNDIARAMWBIKFW-UHFFFAOYSA-N,['CCCCCCBr'],[-3.8099999],0.0,-3.8099999,CCCCCCBr
MNJRLBZACAATFN-UHFFFAOYSA-N,['C#CCOc1ccc(cc1Cl)CC(=O)NO'],[-2.56268266],0.0,-2.562682655,C#CCOc1ccc(cc1Cl)CC(=O)NO
MNOILHPDHOHILI-UHFFFAOYSA-N,['CN(C(=S)N(C)C)C'],[-1.38908073],0.0,-1.389080728,CN(C(=S)N(C)C)C
MNULEGDCPYONBU-UHFFFAOYSA-N,['CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@H]([C@H]([C@@H](/C=C/C(=O)O[C@H]2[C@H]([C@@H](CC1)O[C@@]1(CC[C@H]([C@H](O1)C[C@@H](O)C)C)[C@H]2C)C)C)O)C'],[-10.92140987],0.0,-10.92140987,CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@H]([C@H]([C@@H](/C=C/C(=O)O[C@H]2[C@H]([C@@H](CC1)O[C@@]1(CC[C@H]([C@H](O1)C[C@@H](O)C)C)[C@H]2C)C)C)O)C
MNWSGMTUGXNYHJ-UHFFFAOYSA-N,['COc1ccccc1C(=O)N'],[-1.78151121],0.0,-1.781511211,COc1ccccc1C(=O)N
MOCKWYUCPREFCZ-UHFFFAOYSA-N,['NNC(=O)Nc1ccccc1'],[-2.3299999],0.0,-2.3299999,NNC(=O)Nc1ccccc1
MODKMHXGCGKTLE-UHFFFAOYSA-N,['CC(=O)NCCc1ccccc1'],[-1.40849761],0.0,-1.408497606,CC(=O)NCCc1ccccc1
MOPIFNSMNXBREW-UHFFFAOYSA-N,['CCCCCCCNc1c2ccccc2nc2c1cccc2'],[-7.47745701],0.0,-7.477457012,CCCCCCCNc1c2ccccc2nc2c1cccc2
MORVOYPJRATMRS-UHFFFAOYSA-N,['ClCCCn1cnc2c1c(=O)n(C)c(=O)n2C'],[-2.26328091],0.0,-2.263280914,ClCCCn1cnc2c1c(=O)n(C)c(=O)n2C
MOTVHOCKVVIRIG-UHFFFAOYSA-N,['OCC(COc1cc(ccc1C)C(C)C)O'],[-3.28264341],0.0,-3.282643412,OCC(COc1cc(ccc1C)C(C)C)O
MOYKHGMNXAOIAT-UHFFFAOYSA-N,['[O-][N+](=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-]'],[-2.6300001],0.0,-2.6300001,[O-][N+](=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-]
MPCILJQVDVSLSZ-UHFFFAOYSA-N,['COP(=S)(Oc1ccc(c(c1)C(C)C)[N+](=O)[O-])OC'],[-5.27519045],0.0,-5.275190451,COP(=S)(Oc1ccc(c(c1)C(C)C)[N+](=O)[O-])OC
MPCPSVWSWKWJLO-UHFFFAOYSA-N,['OC(c1ccc(cc1)O)CNC(C)C'],[-0.31152481],0.0,-0.31152481,OC(c1ccc(cc1)O)CNC(C)C
MPCWIZAWGSZCIC-UHFFFAOYSA-N,['ClCCN(C(=O)NC(C(=O)O)C1CCCCC1)N=O'],[-3.93735415],0.0,-3.937354154,ClCCN(C(=O)NC(C(=O)O)C1CCCCC1)N=O
MPEKZXIZMHBUPD-UHFFFAOYSA-N,['CCN(CCC(c1cccc2c1cccc2)(C(=O)N)CC=C(C)C)CC'],[-6.10627714],0.0,-6.106277143,CCN(CCC(c1cccc2c1cccc2)(C(=O)N)CC=C(C)C)CC
MPEOPBCQHNWNFB-UHFFFAOYSA-N,['Clc1ccccc1I'],[-3.54],0.0,-3.54,Clc1ccccc1I
