InchiKey,smiles,new_logBB,new_BBclass,canon_smiles
NXFQHRVNIOXGAQ-UHFFFAOYSA-N,[O-][N+](=O)C2=C/C=C(/C=N/N1CC(=O)NC1=O)O2,-2.09,0,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
NXJWVCHVPUCWJS-UHFFFAOYSA-N,CCOC(=O)N2CCC(=O)N(c1ccccc1)c3cc(Cl)ccc23,,1,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21
NXMZBNYLCVTRGB-UHFFFAOYSA-N,O=S(c1ccc(C2=C3C=CC=NN3N=C2c4ccc(OCC)cc4)cc1)(C)=O,0.18,1,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1
NXQMNKUGGYNLBY-UHFFFAOYSA-N,CC(C)NCC(O)COc(cc1C)ccc1,0.298,1,Cc1cccc(OCC(O)CNC(C)C)c1
NXQMNKUGGYNLBY-UHFFFAOYSA-O,Cc1cccc(OCC(O)C[NH2+]C(C)C)c1,0.28,1,Cc1cccc(OCC(O)C[NH2+]C(C)C)c1
NYISTOZKVCMVEL-UHFFFAOYSA-N,COCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3F,,1,COCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1
NYKCGQQJNVPOLU-UHFFFAOYSA-N,CN(C2CCC1(CCCO1)CC2N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,,1,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1
NYMGNSNKLVNMIA-UHFFFAOYSA-N,CC(C)NNC(=O)c1ccncc1,,1,CC(C)NNC(=O)c1ccncc1
NYSDRDDQELAVKP-UHFFFAOYSA-N,c1cc(F)ccc1C(=O)NCCN2CCN(CC2)c3cccc(c34)OC(CO4)CO,-0.448999997,1,O=C(NCCN1CCN(c2cccc3c2OCC(CO)O3)CC1)c1ccc(F)cc1
NYSDRDDQELAVKP-UHFFFAOYSA-O,O=C(NCC[NH+]1CCN(c2cccc3c2OCC(CO)O3)CC1)c1ccc(F)cc1,-0.447,1,O=C(NCC[NH+]1CCN(c2cccc3c2OCC(CO)O3)CC1)c1ccc(F)cc1
NZASCBIBXNPDMH-UHFFFAOYSA-N,CCC1(CC)C(=O)NC=CC1=O,,1,CCC1(CC)C(=O)C=CNC1=O
NZBGPQIBCIBEQA-UHFFFAOYSA-N,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)CN1CCCC1)=O,,1,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2C1CN1CCCC1
NZCRJKRKKOLAOJ-UHFFFAOYSA-N,COC1C=COC6(C)Oc5c(C)c(O)c4c(O)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C)c2c(nc3cc(C)ccn23)c4c5C6=O,,0,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
NZDASSHFKWDBBU-UHFFFAOYSA-N,CC4(C)SC3C(NC(=O)C(C(=O)Oc1ccccc1)c2ccccc2)C(=O)N3C4C(O)=O,,0,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O
NZKNHIQZWSVJGP-UHFFFAOYSA-N,CC(C)NS(=O)(=O)CCN2C(=O)c1ccccc1C2=O,,1,CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O
NZLVRVYNQYGMAB-UHFFFAOYSA-N,CN1CCC(CC1)=C3c2ccccc2Sc4ccccc34,,1,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1
NZUPCNDJBJXXRF-UHFFFAOYSA-O,C[C@@]([H])(C[N+](C)(C)C)OC(N)=O,,0,CC(C[N+](C)(C)C)OC(N)=O
NZXHFDXOCVIYLO-UHFFFAOYSA-N,CC=1NC(=O)C(C#N)=C(N=1)NC/C2=C/C=CN=C2,,1,Cc1nc(NCc2cccnc2)c(C#N)c(=O)[nH]1
NZXKDOXHBHYTKP-UHFFFAOYSA-N,CCC#CC(C)C1(CC=C)C(=O)N(C)C(=O)NC1=O,-0.06375,1,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
OAMMLDQTXRLECW-UHFFFAOYSA-N,C=CC(C12)CC(CC2)C(C1)C(O)c3ccnc(c34)ccc(c4)OC,-0.3,1,C=CC1CC2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
OAXXZZBGZDNSGE-UHFFFAOYSA-N,c1(c2ccncc2)c(c3ccccc3)nnc(N4CCN(c5ncccn5)CC4)c1,-0.16,1,c1ccc(-c2nnc(N3CCN(c4ncccn4)CC3)cc2-c2ccncc2)cc1
OBDOVFRMEYHSQB-UHFFFAOYSA-N,C=CCNC=1N=C(N=C(N=1)N2CCN(CC2)C([H])(C3=C/C=C(/[F])C=C3)C4=C/C=C(/[F])C=C4)NCC=C,,1,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1
OBDSVYOSYSKVMX-UHFFFAOYSA-N,C[CH](Cc1ccccc1)N(C)C,,1,CC(Cc1ccccc1)N(C)C
OBUWKSYNYYMZNZ-UHFFFAOYSA-N,c12c(C(N(Cc3n1cnc3c1noc(n1)C(CO)(CO)C)C)=O)c(ccc2)Cl,-1.82,0,CN1Cc2c(-c3noc(C(C)(CO)CO)n3)ncn2-c2cccc(Cl)c2C1=O
OBWGMKKHCLHVIE-UHFFFAOYSA-N,CN1CCN(CC1)C3=Nc2cc(F)ccc2Cc4ccccc34,,1,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1
OCDYNPAUUKDNOR-UHFFFAOYSA-N,CN5CCN(CCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4)C5=O,,1,CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O
OCFOTEIMZBKQFS-UHFFFAOYSA-N,NCCC(O)CNC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O,,0,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
OCGWWLDZAFOHGD-UHFFFAOYSA-N,CC(C)(O)C(F)(F)F,,1,CC(C)(O)C(F)(F)F
OCHNIEZVJROLLV-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)C(=O)OC3CCCCC3,,1,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1
OCLRGULJISNUQS-UHFFFAOYSA-N,CC(=O)OCC1=C(N4C(SC1)C(NC(=O)c2c(C)onc2c3ccccc3Cl)C4=O)C(O)=O,,0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3c(-c4ccccc4Cl)noc3C)C2SC1
OCUJLLGVOUDECM-UHFFFAOYSA-N,CNCC(O)c1ccc(c(c1)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C,,0,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
OCXLBOACUPDBRL-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(=O)c3ccc(Cl)cc3,,1,O=C(CCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
ODEGQXRCQDVXSJ-UHFFFAOYSA-N,CCC1CN(C)CCC1(OC(=O)CC)c2ccccc2,,1,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC
ODKNJVUHOIMIIZ-UHFFFAOYSA-N,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,,0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
ODPLTONQOKDHBJ-UHFFFAOYSA-N,c1(oc([CH2+]SCCN\C(=C\[N+](=O)[O-])NC)cc1)CN(C)C,,0,CNC(=C[N+](=O)[O-])NCCS[CH2+]c1ccc(CN(C)C)o1
ODQWQRRAPPTVAG-UHFFFAOYSA-N,CN(C)CC/C=C\1c(cccc2)c2OCc(c13)cccc3,1,1,CN(C)CCC=C1c2ccccc2COc2ccccc21
ODRQYAHPAJZPQP-UHFFFAOYSA-N,CCCCNCC2COc1ccccc1O2,,1,CCCCNCC1COc2ccccc2O1
ODUOJXZPIYUATO-UHFFFAOYSA-N,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,,1,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
ODXYYPIOITXURW-UHFFFAOYSA-N,CN(C)Cc1c(cccc1)Sc(c2N)ccc(F)c2,0.2,1,CN(C)Cc1ccccc1Sc1ccc(F)cc1N
OELFLUMRDSZNSF-UHFFFAOYSA-N,CC(C)([H])[C@]1([H])CC[C@@]([H])(CC1)C(=O)N[C@]([H])(C/C2=C/C=CC=C2)C(O)=O,,1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
OEURWEHMCXSZMU-UHFFFAOYSA-N,[O-][N+](C1=CC=NC1NCCSCc2ncccc2Br)=O,,1,O=[N+]([O-])C1=CC=NC1NCCSCc1ncccc1Br
OEXHQOGQTVQTAT-UHFFFAOYSA-N,CC(C)([H])[N+]1(C)[C@]2([H])CC[C@]1([H])C[C@@]([H])(C2)OC(=O)[C@@]([H])(CO)C3=CC=CC=C3,,0,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO,,1,C[N+](C)(C)CCO
OFBIFZUFASYYRE-UHFFFAOYSA-N,CCOC(=O)c1ncn(c12)c3c(C(=O)N(C)C2)cc(F)cc3,-0.289999995,1,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,0.72435567,1,CCCCC
OFHCOWSQAMBJIW-UHFFFAOYSA-N,C=C3/C(=C\C=C1/CCC[C@]2(C)[C@]1([H])CC[C@@]2([H])[C@](C)([H])CCCC(C)(C)[H])C[C@@](O)([H])C[C@]3(O)[H],,1,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O
OFKRKCHCYWQZLY-UHFFFAOYSA-N,CC1=C(N3C(SC1)C(NC(=O)C(N)c2cccc(NS(C)(=O)=O)c2)C3=O)C(O)=O,,0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3cccc(NS(C)(=O)=O)c3)C2SC1
OFVLGDICTFRJMM-UHFFFAOYSA-N,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)cccc3C4(C)O,,0,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
OFVXPDXXVSGEPX-UHFFFAOYSA-N,Fc1ccccc1C3=NCC(=O)N(CC2CC2)c4ccc(Cl)cc34,,1,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1
OGEAASSLWZDQBM-UHFFFAOYSA-N,Brc1cc(C)c(CCCCNC(NC=C2Cc3ccc(C)nc3)=NC2=O)nc1,-1.8775,0,Cc1ccc(Cc2c[nH]c(NCCCCc3ncc(Br)cc3C)nc2=O)cn1
OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N3CCNCC3,-1.15,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
OGNRRAFRDFGFKA-UHFFFAOYSA-N,CN(C)CCOC(c1ccccc1)c2ccccc2C(C)(C)C,,1,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C
OGPWIDANBSLJPC-UHFFFAOYSA-N,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4C(=O)CO,,1,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
OGSPWJRAVKPPFI-UHFFFAOYSA-N,NCCCC(O)([P](O)(O)=O)[P](O)(O)=O,,0,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
OGWKCGZFUXNPDA-UHFFFAOYSA-N,CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C=O)C6C(O)(C(OC(C)=O)C7(CC)C=CCN8CCC56C78)C(=O)OC)C9,-1.03,0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
OGWKCGZFUXNPDA-UHFFFAOYSA-P,CCC1(O)CC2C[NH+](CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CC[NH+]6CCC43C65)C2)C1,-1.03,0,CCC1(O)CC2C[NH+](CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CC[NH+]6CCC43C65)C2)C1
OGWNKQBYDIKVII-UHFFFAOYSA-N,O=[N+]([O-])C1=C(NC=C1)NCCSCc2ccccn2,-0.660000015,1,O=[N+]([O-])c1cc[nH]c1NCCSCc1ccccn1
OGXBVBBMMWSZJO-UHFFFAOYSA-N,CCOC(=O)N(Cc1ccccc1)C2CC2,,1,CCOC(=O)N(Cc1ccccc1)C1CC1
OGZHZYVCWDUIJV-UHFFFAOYSA-N,CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC3(C)C4(O5)C(=O)CF,,1,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CF)O1
OGZMBUZELHMEHR-UHFFFAOYSA-N,C/C1=C/C=C(C=C1)C=3N=C2C=CC(C)=CN2C=3CC(=O)N(CCC)CCC,,1,CCCN(CCC)C(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12
OHKCLOQPSLQCQR-UHFFFAOYSA-N,CC(C)=CCN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45,,1,CC(C)=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
OHXPGWPVLFPUSM-UHFFFAOYSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O,,0,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
OIECDSKSPRTZHG-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)C(NS(O)(=O)=O)c1ccccc1)C(=O)N2C3C(O)=O,,0,CC1(C)SC2C(NC(=O)C(NS(=O)(=O)O)c3ccccc3)C(=O)N2C1C(=O)O
OIGNJSKKLXVSLS-UHFFFAOYSA-N,OCC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H](C(C2)O)[C@]4(C)C(CC3)=CC(=O)C=C4,-0.18,1,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
OIJXLIIMXHRJJH-UHFFFAOYSA-N,COC12CCC3(CC1C(C)(C)O)C4Cc6ccc(O)c7OC2C3(CCN4CC5CC5)c67,,1,COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
OILWWIVKIDXCIB-UHFFFAOYSA-N,C1COC(CN1)COc2ccccc2Cc3cccs3,,1,c1csc(Cc2ccccc2OCC2CNCCO2)c1
OINXXHYENYVYPB-UHFFFAOYSA-N,Oc1ccccc1c2nnco2,,1,Oc1ccccc1-c1nnco1
OIRDTQYFTABQOQ-UHFFFAOYSA-N,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,,1,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
OJCPSBCUMRIPFL-UHFFFAOYSA-N,CCCC(Cc1ccccc1)N2CCCC2,,1,CCCC(Cc1ccccc1)N1CCCC1
OJGDCBLYJGHCIH-UHFFFAOYSA-N,CN(CC=1/C=C(/[Br])C=C([Br])C=1N)C2([H])CCCCC2,,1,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
OJLOPKGSLYJEMD-UHFFFAOYSA-N,CCCC[C@](C)(O)C/C=C/[C@]1([H])[C@]([H])(CCCCCCC(=O)OC)C(=O)C[C@]1(O)[H],,1,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC
OJMMVQQUTAEWLP-UHFFFAOYSA-N,CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,,0,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1
OJOSYHJYEWUYGU-UHFFFAOYSA-N,Cn5c(=O)n(C)c4ncn(CCN1CCC(CC1)c2c[nH]c3ccccc23)c4c5=O,,1,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O
OJSFTALXCYKKFQ-UHFFFAOYSA-N,COc3ccc(OCC1CN(C)CCC1c2ccccc2)cc3,,1,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1
OJYGBLRPYBAHRT-UHFFFAOYSA-N,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,,1,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O
OKACKALPXHBEMA-UHFFFAOYSA-N,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,,1,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
OKBVVJOGVLARMR-UHFFFAOYSA-N,Nc1nc(cs1)C(=NOCC(O)=O)C(=O)NC3C2SCC(=C(N2C3=O)C(O)=O)C=C,,0,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1
OKCODFSHDQKCQN-UHFFFAOYSA-N,CN(C)CC#CC=C2c1ccccc1C=Cc3ccccc23,,1,CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc21
OKFZCZSKKKVBDG-UHFFFAOYSA-N,Oc2ccc(C=C(C#N)C(=Cc1ccc(O)cc1)C#N)cc2,,0,N#CC(=Cc1ccc(O)cc1)C(C#N)=Cc1ccc(O)cc1
OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,0.02,1,CO
OKQHSIGMOWQUIK-UHFFFAOYSA-N,Nc2ncc1ncn(COCCO)c1n2,,1,Nc1ncc2ncn(COCCO)c2n1
OKWSMPYQIYKVDC-UHFFFAOYSA-N,[C@@]23(Cl)C(C1C([C@](O)([C@@H](C1)C)C(=O)CO)(CC2Cl)C)CCC4=CC(=O)C=CC34C,,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(Cl)CC2(C)C1(O)C(=O)CO
OLBCVFGFOZPWHH-UHFFFAOYSA-N,CC(C)c1c(O)c(C(C)C)ccc1,0.680244505,1,CC(C)c1cccc(C(C)C)c1O
OLHBOWPZHXCUNR-UHFFFAOYSA-N,N1CCNC1=Nc2c(Cl)cc(Cl)cc2,0.16,1,Clc1ccc(N=C2NCCN2)c(Cl)c1
OLHBOWPZHXCUNR-UHFFFAOYSA-O,Clc1ccc(NC2=[NH+]CCN2)c(Cl)c1,0.16,1,Clc1ccc(NC2=[NH+]CCN2)c(Cl)c1
OLWRVVHPJFLNPW-UHFFFAOYSA-N,O=C(c1c2ccccc2ncc1)N[C@@H]3CC[C@@H](CCN(C4)CCc5c4ccc(C#N)c5)CC3,0.56,1,N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)c3ccnc4ccccc34)CC1)C2
OLXAYPPTCHXQRE-UHFFFAOYSA-N,CC(C)(O)C(C)(O)c1cccc(Cl)c1,,1,CC(C)(O)C(C)(O)c1cccc(Cl)c1
OMBAXNRFGPUFNZ-UHFFFAOYSA-N,CC1=CC=CC(C)=C1NC2=NC=C(C3=CC=CC(OCCN4CCCC4)=C3)N5C=NC=C52,-0.05,1,Cc1cccc(C)c1Nc1ncc(-c2cccc(OCCN3CCCC3)c2)n2cncc12
OMFXVFTZEKFJBZ-UHFFFAOYSA-N,OCC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H]([C@@H](C2)O)[C@]4(C)C(CC3)=CC(=O)CC4,-0.5,1,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12
OMIRPIDZTUKFCT-UHFFFAOYSA-N,CN(C)CCC(=O)COc1ccc(Cl)cc1,,1,CN(C)CCC(=O)COc1ccc(Cl)cc1
OMJKFYKNWZZKTK-UHFFFAOYSA-N,CN(C)N\N=C/1N=CN=C1C(N)=O,,1,CN(C)NN=C1N=CN=C1C(N)=O
OMLDMGPCWMBPAN-UHFFFAOYSA-N,c1c(Cl)c(N)cc(OC)c1C(=O)NC2C(OC)CNCC2,-0.22,1,COc1cc(N)c(Cl)cc1C(=O)NC1CCNCC1OC
OMOMUFTZPTXCHP-UHFFFAOYSA-N,CCCC(CCC)C(N)=O,,1,CCCC(CCC)C(N)=O
OMPCVMLFFSQFIX-UHFFFAOYSA-N,CC(C)(C)c1cc(c(cc1)OC)CNC(C23)C(N(CC2)CC3)C(c4ccccc4)c5ccccc5,0.460000005,1,COc1ccc(C(C)(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1
OMPCVMLFFSQFIX-UHFFFAOYSA-P,COc1ccc(C(C)(C)C)cc1C[NH2+]C1C2CC[NH+](CC2)C1C(c1ccccc1)c1ccccc1,0.46000001,1,COc1ccc(C(C)(C)C)cc1C[NH2+]C1C2CC[NH+](CC2)C1C(c1ccccc1)c1ccccc1
OMRZBNMXSQDTGA-UHFFFAOYSA-N,CCC(=O)O[C@]2(CCC=1/C=C(/[F])C=CC=1[C@]2([H])C(C)(C)[H])CCN(C)CCCC=4NC=3C=CC=CC=3N=4,,1,CCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C
OMZPZOSWJGZBRV-UHFFFAOYSA-N,C1CCCN1CCn(nc2)c(c23)cc(cc3)NC(=O)Cc4ccc(cc4)OCc5ccccc5,-0.2,1,O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1ccc2cnn(CCN3CCCC3)c2c1
ONBWJWYUHXVEJS-UHFFFAOYSA-N,OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3)c45,,1,Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341
ONJSZLXSECQROL-UHFFFAOYSA-M,O=C([O-])CNC(=O)c1ccccc1O,-0.44,1,O=C([O-])CNC(=O)c1ccccc1O
ONJSZLXSECQROL-UHFFFAOYSA-N,O=C(O)CNC(=O)c1c(O)cccc1,-0.44,1,O=C(O)CNC(=O)c1ccccc1O
ONKUMRGIYFNPJW-UHFFFAOYSA-N,C#C[C@]4(CC[C@]3([H])[C@]2([H])CCC1=C[C@]([H])(CC[C@]1([H])[C@]2([H])CC[C@@]34C)OC(C)=O)OC(C)=O,,1,C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C
ONNOFKFOZAJDHT-UHFFFAOYSA-N,OC(=O)CCCCCCNC2c1ccccc1CCc3ccccc23,,1,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
OOBHFESNSZDWIU-UHFFFAOYSA-N,CC1NCCOC1c2ccccc2,,1,CC1NCCOC1c1ccccc1
OOESZOOEEZGPST-UHFFFAOYSA-N,CN2C(CO)CN=C(c1ccccc1Cl)c3cc(Cl)ccc23,,1,CN1c2ccc(Cl)cc2C(c2ccccc2Cl)=NCC1CO
OOGJQPCLVADCPB-UHFFFAOYSA-N,C/C1=C/C=C(/O)C(=C1)[C@@]([H])(CCN(C(C)(C)[H])C(C)(C)[H])C2=CC=CC=C2,,1,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1
OOIJMSVOEKAGEL-UHFFFAOYSA-N,O=C(N1CCC(CNc2ccncc2)CC1)OCc3ccccc3,0.13,1,O=C(OCc1ccccc1)N1CCC(CNc2ccncc2)CC1
OOOBJDSBUDMEPW-UHFFFAOYSA-N,N=C(N)SCCF,-0.272866847,1,N=C(N)SCCF
OPBPMGYBSDKJBT-UHFFFAOYSA-N,c1c(c3c(cc1)C(=O)c1c(c(O)c2c(c1O)C(O)C(O)(CC)CC2OC1CC(C(C(O1)C)O)N1CCOCC1)C3=O)O,0.56,1,CCC1(O)CC(OC2CC(N3CCOCC3)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1O)C(=O)c1cccc(O)c1C3=O
OPDMINTXIOYZMU-UHFFFAOYSA-N,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(C(F)(F)F)cc1,,0,CC(=O)N1CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)C(CN2CCC(O)C2)C1
OPNPQXLQERQBBV-UHFFFAOYSA-N,CCC(Br)(CC)C(=O)NC(N)=O,,1,CCC(Br)(CC)C(=O)NC(N)=O
OPQRBXUBWHDHPQ-UHFFFAOYSA-N,CCOC(=O)c2cnc1n(CC)ncc1c2NN=C(C)C,,1,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C
OPUPOXAJQLJLJP-UHFFFAOYSA-N,CCN1N=NN(CCN2CCC(COC)(N(C3=CC=CC=C3)C(CCC)=O)CC2)C1=O,-0.71,1,CCCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)NC=2NC1=CC(=CC=C1N=2)C(=O)C=3C=CC=CC=3,,1,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
OPYGFNJSCUDTBT-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)C(N)c1ccccc1)C(=O)N2C3C(=O)OCOC(=O)C5N4C(CC4=O)S(=O)(=O)C5(C)C,,0,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
OQANPHBRHBJGNZ-UHFFFAOYSA-N,OC(=O)C1=C\C(C=CC1=O)=N/Nc2ccc(cc2)[S](=O)(=O)Nc3ccccn3,,0,O=C(O)C1=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O
OQDPVLVUJFGPGQ-UHFFFAOYSA-N,C4Oc3ccc(CN1CCN(CC1)c2ncccn2)cc3O4,,1,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
OQGWJZOWLHWFME-UHFFFAOYSA-N,CCC=1NC(=O)NC=1C(=O)C2=CC=NC=C2,,1,CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1
