InchiKey,smiles,logD,new_logD
LKYSZEMWNWCNAM-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)Nc2ccccn2)cc1,[0.87],0.8699999999999999
LKZWCRGTHNZTQN-UHFFFAOYSA-N,c1ccc(-c2nnc(-c3ccccc3)s2)cc1,[4.2],4.2
LLBCFKJRNSYTHI-UHFFFAOYSA-N,CNC1=Nc2ncccc2C(c2ccns2)=NC1c1cccs1,[2.15],2.15
LLBLNMUONVVVPG-UHFFFAOYSA-N,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,[2.25],2.249999999999999
LLBOKJHIOONDOB-UHFFFAOYSA-N,Nc1ncnc2c1nc(Sc1nc3cccc(Cl)c3s1)n2CCO,[2.37],2.37
LLCRBOWRJOUJAE-UHFFFAOYSA-N,CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,[1.33],1.3299999999999998
LLDSQULRNCBYBR-UHFFFAOYSA-N,Cc1ccsc1Cn1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,[1.15],1.15
LLEFRKRVFNBTLZ-UHFFFAOYSA-N,CCCC(Oc1ccc(-n2cc(Cl)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,[2.6],2.599999999999999
LLEJNWFSXZIFMW-UHFFFAOYSA-N,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@](C)(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,[2.],2.0
LLPTWYAVHXNSIY-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c5c(sc34)CCCC5)cccc12,[4.1],4.1000000000000005
LLVIHIGNWJROAZ-UHFFFAOYSA-N,Cc1ccccc1C1CCN(C[C@@H]2CCc3cccnc3C(C)(O)C2)CC1,[2.9],2.8999999999999995
LLVRQLGBXXYQQX-UHFFFAOYSA-N,O=C(NCCSCc1ccccc1)c1ccccc1,[3.3],3.2999999999999994
LMDXCMJWFMSUAI-UHFFFAOYSA-N,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,[-0.82],-0.82
LMEKQMALGUDUQG-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,[0.19],0.19000000000000003
LMFNTPHSFMIWNQ-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCN(C)CCO,[3.2],3.1999999999999997
LMJFJIDLEAWOQJ-UHFFFAOYSA-N,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,[2.3],2.3
LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,[0.37],0.36999999999999994
LMLPLWPZYOTASZ-UHFFFAOYSA-N,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,[3.5 3.6 3.5 3.5],3.5250000000000004
LMMHUMUYOHSTKY-UHFFFAOYSA-N,c1cc2c(cc1CN1CCOCC1)OCO2,[1.5],1.4999999999999998
LMSXXLMCKQJXQH-UHFFFAOYSA-N,O=C(O)CNCCNc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,[1.94],1.9399999999999995
LMTGCJANOQOGPI-UHFFFAOYSA-N,CC(=O)N(C)c1ccccc1,[1.1 1. ],1.0499999999999998
LMXFTHGDSOBFJQ-UHFFFAOYSA-N,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CNCCO,[1.31],1.3099999999999998
LMZGMLCWYMKZIR-UHFFFAOYSA-N,Cn1ncc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCC2,[3.4],3.3999999999999995
LNCMUDVKXPYNMJ-UHFFFAOYSA-N,Cn1cc(C#N)cc1-c1c2c(=O)n(CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,[3.],2.9999999999999996
LNCZYHBVFQTPDF-UHFFFAOYSA-N,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccccc2)CC1,[1.75],1.7500000000000004
LNDYONFBBRPUCV-UHFFFAOYSA-N,CCCNC(=O)C[C@@H]1C[C@@]2(CO2)[C@H](O)[C@@H](/C=C/C(C)=C/C[C@@H]2O[C@H](C)[C@H](NC(=O)/C=C\\[C@H](C)OC(C)=O)C[C@@H]2C)O1,[2.215],2.215
LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,[2.67],2.670000000000001
LNJBKOCRJULNLN-UHFFFAOYSA-N,O=C1C(=O)c2cc(-c3ccccc3F)ccc2-c2ccccc21,[2.92],2.9199999999999995
LNLGAIKWRXYMAM-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n3ncc(C#N)c3n2)c1,[2.1],2.1
LNLQZVNPZUVDNW-UHFFFAOYSA-N,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,[2.8],2.8000000000000007
LNPDTQAFDNKSHK-UHFFFAOYSA-N,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,[2.37],2.37
LNPZWSMIUHIJDV-UHFFFAOYSA-N,Cc1noc(CNC(=O)c2ccc(C)c(S(=O)(=O)Nc3ccc(-c4ccno4)cc3)c2)n1,[2.3],2.3
LNSMMNJPGJNWEH-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N2N=Cc3oc(C)cc3B2O)cc1,[-0.28],-0.28
LODATPFQIYRJKC-UHFFFAOYSA-N,NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,[2.2],2.1999999999999997
LOIDURPHCVSHLE-UHFFFAOYSA-N,CCn1nnc2c(C)c([C@@H](CC(=O)O)c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)ccc21,[1.39],1.39
LOIKOLAEHONJTE-UHFFFAOYSA-N,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2N)c1,[2.14],2.140000000000001
LOKNKYMQCNMPOQ-UHFFFAOYSA-N,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(CN(C)C)ccc12)c1ccccc1,[2.75],2.75
LOLPPWBBNUVNQZ-UHFFFAOYSA-N,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,[2.3],2.3
LOLWMDGFTABZFN-UHFFFAOYSA-N,Cc1cnc2nc3c(n2c1)-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C3,[1.7],1.6999999999999997
LONVUAYEINAMEC-UHFFFAOYSA-N,OC[C@H]1O[C@H](n2cc(COc3ccccc3)nn2)[C@@H](O)[C@@H](O)[C@@H]1O,[-0.18],-0.17999999999999994
LORDFXWUHHSAQU-UHFFFAOYSA-N,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,[3.77],3.770000000000001
LOSWDIGGZMWFHV-UHFFFAOYSA-N,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,[4.2],4.2
LOUPRKONTZGTKE-UHFFFAOYSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,[2.16 2.21 2.26 1.45],2.02
LOURISIOISPYCO-UHFFFAOYSA-N,O=C1CCOc2cc(COc3ccccc3)ccc21,[3.],2.9999999999999996
LOXUZEQLPYVKQR-UHFFFAOYSA-N,CS(=O)(=O)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,[1.5],1.4999999999999998
LOYDORKEKHOQMI-UHFFFAOYSA-N,O=[N+]([O-])c1nccn1CC(O)CNC1CCCC[C@@H]1Br,[1.21],1.21
LOYZMWUPYFKNEM-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,[1.32],1.3199999999999998
LOZXEVKVWUWSBV-UHFFFAOYSA-N,CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,[3.5],3.500000000000001
LPAASSSQKWGNMC-UHFFFAOYSA-N,O=C1OC(C(O)CO)C(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])=C1O,[0.66],0.6599999999999999
LPEPZBJOKDYZAD-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,[2.01],2.01
LPFRIUKYXUNQKZ-UHFFFAOYSA-N,C=CCc1cc(NC(C)=O)ccc1OCCCNC(C)C,[-0.01],-0.009999999999999998
LPGBXHWIQNZEJB-UHFFFAOYSA-N,Cc1ccc(-c2ccc(F)cc2COc2ccc(CCC(=O)O)cc2)cc1,[3.24],3.2399999999999998
LPHIWCBAJGQIIF-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N(C)C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,[4.49],4.490000000000001
LPHSTAIXRBFEFQ-UHFFFAOYSA-N,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,[0.2],0.19999999999999998
LPIMZWKKMREGHM-UHFFFAOYSA-N,CNCCN[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,[2.5],2.4999999999999996
LPLPZSMLCGODQL-UHFFFAOYSA-N,Cc1cnc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)s1,[1.91],1.9100000000000004
LPLQFQASZSTOMW-UHFFFAOYSA-N,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCCOC1)S(=O)(=O)c1ccc(Cl)cc1,[3.7],3.6999999999999993
LQACHSKOFRRQDO-UHFFFAOYSA-N,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3cncnc3)cc12,[3.3],3.2999999999999994
LQANXCMSNITJNJ-UHFFFAOYSA-N,COC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(Cl)c(F)c1,[0.38],0.38000000000000006
LQBPKSZZZCDYEW-UHFFFAOYSA-N,COCc1ccc(-c2cc3c(N[C@@H](C)c4nn(C)cc4F)c(C(N)=O)cnc3cc2F)cn1,[3.],2.9999999999999996
LQCQUWQQYUOHAJ-UHFFFAOYSA-N,CC(=O)N1CCN(CCOc2ccc(C3(O)CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,[2.2],2.1999999999999997
LQCZDIMQFUOGJG-UHFFFAOYSA-N,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl,[2.83],2.8300000000000005
LQDVCPYRCOKNMV-UHFFFAOYSA-N,Cc1occc(=O)c1OCc1ccccc1,[1.87],1.8700000000000003
LQMRSUUERNSPLQ-UHFFFAOYSA-N,Cc1cc(=O)n(C[C@H](N)[C@H]2CC[C@H](NCc3ccc4c(n3)NC(=O)CO4)CC2)c2cc(F)ccc12,[-0.05],-0.049999999999999996
LQNNUQKZSZVOBC-UHFFFAOYSA-N,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC,[3.29],3.29
LQNUZADURLCDLV-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1,[1.83],1.8300000000000003
LQQPFOMYANFEHH-UHFFFAOYSA-N,CN(C)C(=O)CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,[2.4],2.3999999999999995
LQQYQPONDYAXFT-UHFFFAOYSA-N,CN1CC[C@@](O)(C#Cc2cccc(-c3ccc(N)c(C(N)=O)n3)c2)C1=O,[1.7],1.6999999999999997
LQSHXYHWYGKAMX-UHFFFAOYSA-N,COc1cc(C(N)=O)nc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)c1,[1.9],1.9
LQVXSNNAFNGRAH-UHFFFAOYSA-N,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,[3.16],3.1599999999999993
LQZGVZTWZJQLPS-UHFFFAOYSA-N,Cc1sc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)nc1C(F)(F)F,[2.87],2.87
LRAAZMNBUIISTO-UHFFFAOYSA-N,Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl,[0.9],0.8999999999999998
LRBFONSWDTXIPJ-UHFFFAOYSA-N,CNC(=O)c1ccc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)nc1OC,[3.2],3.1999999999999997
LRDRLMCOSRRVKE-UHFFFAOYSA-N,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CCC(=O)N2C,[2.87],2.87
LRFIHKNBXARJMM-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(F)cc3F)c(C(N)=O)cnc2cc1N1CCN(C)CC1,[1.75],1.7500000000000004
LRGCXHCITUNWDC-UHFFFAOYSA-N,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@@H](OC)C3)c2c1,[1.25 1.27 0.9 ],1.14
LRGPGWYXQMQPLR-UHFFFAOYSA-N,Cc1cc(NC(=O)c2ccc(Cl)cc2)n(-c2ccccc2)n1,[3.25],3.2499999999999987
LRGYTDXXVVUMFV-UHFFFAOYSA-N,CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cc(C(F)(F)F)ccc21,[3.9],3.899999999999999
LROWHZKBLPBFIX-UHFFFAOYSA-N,CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)c3ccccc3)C2)nc1C,[0.4],0.39999999999999997
LRVAVDULSVIXOM-UHFFFAOYSA-N,Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,[1.35],1.3499999999999999
LRVVTOGAGAXSRZ-UHFFFAOYSA-N,Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,[0.24],0.23999999999999996
LRVWWMYFXPCSOS-UHFFFAOYSA-N,Cn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1,[2.69],2.6899999999999986
LRXZEVPYTMMFGS-UHFFFAOYSA-N,Cn1cc(-c2cncc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,[1.9],1.9
LSAJWCHKLBVCHM-UHFFFAOYSA-N,c1cnn2ncc(-c3ccnc(Nc4cncnc4)n3)c2c1,[2.],2.0
LSBDFXRDZJMBSC-UHFFFAOYSA-N,NC(=O)Cc1ccccc1,[0.3],0.29999999999999993
LSHBRESJOLLYTF-UHFFFAOYSA-N,Cc1nn(C)cc1NC(=O)[C@@H]1[C@H]2CC[C@H](CC2)[C@H]1C(=O)c1ccc(-c2cc[nH]n2)cc1F,[4.],4.0
LSHDMKHXFDYKLP-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,[3.02],3.020000000000001
LSIHYXGBAHHPTI-UHFFFAOYSA-N,Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,[1.3 1.3],1.2999999999999996
LSLSCWLXHGWMDU-UHFFFAOYSA-N,Cc1ccccc1-c1cccc(CNc2ccc(CCC(=O)O)c(F)c2)c1,[2.86],2.860000000000001
LSLYOANBFKQKPT-UHFFFAOYSA-N,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,[-0.06],-0.05999999999999999
LSNUPHZZOYTURX-UHFFFAOYSA-N,CCCSc1nc(N[C@H]2CC[C@H](C(=O)O)CC2)ccc1C(=O)NC1CCCCC1,[2.02 2.  ],2.01
LSSRJFFDFHBKHW-UHFFFAOYSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,[3.32],3.3200000000000003
LSWRDSWKOXNBIK-UHFFFAOYSA-N,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12,[2.7],2.6999999999999997
LSXUTRRVVSPWDZ-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,[1.82],1.82
LTBBKCQDVWVRBW-UHFFFAOYSA-N,COc1ccc(OCC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C#N)c1,[2.3],2.3
LTEIHSGLROBHGJ-UHFFFAOYSA-N,COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)n4)CC3)c2c1,[0.89],0.8900000000000001
LTEJRLHKIYCEOX-UHFFFAOYSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,[3.19],3.1899999999999995
LTELLSHJEKDTRM-UHFFFAOYSA-N,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,[-0.65],-0.6499999999999998
LTHIETOWBQBYAF-UHFFFAOYSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,[3.1],3.1000000000000014
LTHIFJHWXVYMBK-UHFFFAOYSA-N,CCCSc1nc(N2CCC[C@@H](Cc3nnn[nH]3)C2)ccc1C(=O)NC1CCCCC1,[2.4],2.3999999999999995
LTINZAODLRIQIX-UHFFFAOYSA-N,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\\OC)c3csc(N)n3)[C@H]2SC1,[1.7],1.6999999999999997
LTKXCXFALXANGC-UHFFFAOYSA-N,CCn1ncc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc(C)n[nH]3)cc2)c1C(N)=O,[2.9],2.8999999999999995
LTQJNQDKHOMARK-UHFFFAOYSA-N,Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,[4.33],4.330000000000001
LTSQDQVTNREIAO-UHFFFAOYSA-N,Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,[2.22],2.2199999999999998
LTYRZHLAUJRMPD-UHFFFAOYSA-N,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,[2.7],2.6999999999999997
LTZIPSVUUPYNGF-UHFFFAOYSA-N,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,[-0.42],-0.42000000000000004
LTZRVNRMZXWRRI-UHFFFAOYSA-N,O=C(NCCN1CCCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,[2.39],2.3900000000000006
LUAFLHQGGFUREA-UHFFFAOYSA-N,CNc1c(Cl)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,[2.63],2.6300000000000003
LUGPNDHPEZLAMX-UHFFFAOYSA-N,CNC(=O)c1cccc(S(=O)(=O)Nc2ncc(C)nc2OC)c1-c1ccc(CC(C)C)cc1,[1.68],1.6800000000000002
LUGYILCUTNOWCZ-UHFFFAOYSA-N,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(O)cc54)CC3)nc2N1,[0.52],0.5199999999999999
LUKBXSAWLPMMSZ-UHFFFAOYSA-N,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,[2.9],2.8999999999999995
LUKVWNKSMOCBLZ-UHFFFAOYSA-N,Cc1sc2ncnc(SCC(=O)N3CCCC3)c2c1C,[2.89],2.89
LUPHOOKVGNVAFT-UHFFFAOYSA-N,O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,[4.24],4.239999999999999
LUQKXAUEQLCNBP-UHFFFAOYSA-N,CCNC(=O)N1[C@@H]2CC[C@@H]1CN(c1ccnc(Nc3cnn(C)c3)n1)C2,[1.44],1.4399999999999995
LUVQLVJTOZVLDB-UHFFFAOYSA-N,O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2Br)cc1,[2.28],2.28
LUWAFTMWTNSNCC-UHFFFAOYSA-N,O=C(O)CCc1ccc(-c2cc(F)c3cnn(-c4ccccn4)c3c2)cc1,[2.8],2.8000000000000007
LUYCLSKIFGYZQS-UHFFFAOYSA-N,CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCc3ccccc3)c2)cc1,[3.7],3.6999999999999993
LVEANWTYTQIIGW-UHFFFAOYSA-N,Cn1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c21,[-0.8],-0.7999999999999999
LVEFGWOODGSMBV-UHFFFAOYSA-N,CCCc1c(OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)ccc(C(C)=O)c1O,[1.9],1.9
LVJQXWMGNCWNJH-UHFFFAOYSA-N,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccnnc3)cc12,[3.1],3.1000000000000014
LVMHEZDWBDFFQG-UHFFFAOYSA-N,Oc1c2ncc3ccccc3c2nn1-c1ccccc1,[0.8],0.7999999999999999
LVMVFEHQMHETDS-UHFFFAOYSA-N,CC[S+]([O-])c1ncccc1C1(O)CCN(CC23CC(c4ccccc42)c2ccccc23)CC1,[2.],2.0
LVPYVYFMCKYFCZ-UHFFFAOYSA-N,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,[2.6],2.599999999999999
LVSWNSHUTPWCNF-UHFFFAOYSA-N,CCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CC)c1=O,[3.3],3.2999999999999994
LVUQCTGSDJLWCE-UHFFFAOYSA-N,O=C1CCCN1Cc1ccccc1,[1.32],1.3199999999999998
LVXBUMWPFFTWIQ-UHFFFAOYSA-N,COc1cc(C#N)c2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1,[1.86],1.86
LVXJQMNHJWSHET-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,[4.1],4.1000000000000005
LVXWGFKDZBHFHQ-UHFFFAOYSA-N,O=c1cc(-c2ccc([18F])cc2)oc2c(O)c(O)ccc12,[2.2],2.1999999999999997
LVYDDRHDOKXFMW-UHFFFAOYSA-N,O=C(O)c1cn(Cc2ccccc2)c2ccccc12,[1.19],1.1900000000000002
LVZZXYFHYKVXDF-UHFFFAOYSA-N,CN1CC[C@@](O)(C#Cc2cccc(-c3nc(C(N)=O)n4ccccc34)c2)C1=O,[2.2],2.1999999999999997
LWBCCDUAQWZGLW-UHFFFAOYSA-N,CC1(C)CCc2cc(S(=O)(=O)N(CC(=O)O)Cc3cccc4cccnc34)ccc2O1,[0.5],0.5
LWCNAFKJBINERT-UHFFFAOYSA-N,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(COC)cc3)cc12,[4.1],4.1000000000000005
LWCSUGDLKORNAJ-UHFFFAOYSA-N,OC1Cc2cc(Cl)ccc2C(=C2CCNCC2)c2ncccc21,[1.1],1.0999999999999999
LWCUVEXXGCXPHP-UHFFFAOYSA-N,Cn1c(-c2ccc(O)nc2)nc2ccccc21,[1.2],1.1999999999999997
LWDJYEJRZVMWMH-UHFFFAOYSA-N,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCNC2CCCC(N3CCCC3)C21,[0.29],0.29
LWFDMVFVKWWYFN-UHFFFAOYSA-N,O=C(O)c1nc2cc(Cl)c(Cl)cc2nc1O,[-1.],-1.0
LWJCPHYISVLVAT-UHFFFAOYSA-N,O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1,[2.98],2.9799999999999995
LWKNIOKRJFVQBE-UHFFFAOYSA-N,CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,[0.41],0.41
LWLYTBIEINCWJQ-UHFFFAOYSA-N,CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,[2.6],2.599999999999999
LWMPULARVSIYHV-UHFFFAOYSA-N,NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3CCc2ccccc2)c1,[2.],2.0
LWRBVKNFOYUCNP-UHFFFAOYSA-N,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,[3.49],3.49
LWUDDYHYYNNIQI-UHFFFAOYSA-N,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,[2.48],2.4800000000000004
LWUMYRAPPSSZQT-UHFFFAOYSA-N,CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(F)cc3)CC2)c(Cl)c1,[0.6],0.5999999999999999
LWUQARMOMBUJSG-UHFFFAOYSA-N,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,[2.55],2.5500000000000003
LWVUAUKYRCXIKQ-UHFFFAOYSA-N,CCCCCc1ccc(-c2nnc(N)s2)cc1,[4.13],4.13
LXBUVEXDYQSGGZ-UHFFFAOYSA-N,OC1(c2ccc(F)cc2)CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1,[3.5],3.500000000000001
LXCSAPOGAXFOIJ-UHFFFAOYSA-N,C[C@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc([C@@H](C)Nc4cc(F)cc(F)c4)c3o2)CCO1,[2.7 2.6],2.6499999999999995
LXNHXLLTXMVWPM-UHFFFAOYSA-N,Cc1ncc(CO)c(CO)c1O,[-0.58],-0.58
LXNNBKYUBAEHCI-UHFFFAOYSA-N,CC(NCCC(c1ccccc1)c1ccccc1)c1ccc(O[11CH3])c(Cl)c1,[3.2],3.1999999999999997
LXPZLICTVQWCKP-UHFFFAOYSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,[0.9],0.8999999999999998
LXWFHMREWLOKLM-UHFFFAOYSA-N,CC(C)CCOc1ccc(N)cc1,[2.67],2.670000000000001
LXWYQYPWFLGFEO-UHFFFAOYSA-N,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CC3)n2)CC1,[2.3],2.3
LXYSCROSLDLXCB-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1,[1.46],1.4599999999999997
